,Location,Humidity9am,Humidity3pm
122052,Perth,93.0,74.0
122053,Perth,96.0,66.0
122054,Perth,98.0,87.0
122055,Perth,84.0,54.0
122056,Perth,78.0,33.0
122057,Perth,97.0,72.0
122058,Perth,96.0,66.0
122059,Perth,92.0,47.0
122060,Perth,84.0,52.0
122061,Perth,82.0,53.0
122062,Perth,73.0,50.0
122063,Perth,57.0,51.0
122064,Perth,47.0,50.0
122065,Perth,94.0,71.0
122066,Perth,73.0,53.0
122067,Perth,84.0,59.0
122068,Perth,90.0,45.0
122069,Perth,85.0,36.0
122070,Perth,79.0,38.0
122071,Perth,77.0,35.0
122072,Perth,58.0,25.0
122073,Perth,51.0,26.0
122074,Perth,51.0,51.0
122075,Perth,99.0,59.0
122076,Perth,76.0,45.0
122077,Perth,71.0,46.0
122078,Perth,89.0,79.0
122079,Perth,89.0,55.0
122080,Perth,78.0,58.0
122081,Perth,94.0,56.0
122082,Perth,90.0,55.0
122083,Perth,83.0,59.0
122084,Perth,89.0,81.0
122085,Perth,94.0,51.0
122086,Perth,76.0,43.0
122087,Perth,75.0,36.0
122088,Perth,79.0,32.0
122089,Perth,56.0,29.0
122090,Perth,48.0,41.0
122091,Perth,98.0,51.0
122092,Perth,75.0,44.0
122093,Perth,76.0,63.0
122094,Perth,87.0,46.0
122095,Perth,77.0,36.0
122096,Perth,65.0,34.0
122097,Perth,58.0,34.0
122098,Perth,42.0,23.0
122099,Perth,96.0,79.0
122100,Perth,72.0,83.0
122101,Perth,91.0,58.0
122102,Perth,96.0,60.0
122103,Perth,84.0,66.0
122104,Perth,76.0,57.0
122105,Perth,80.0,68.0
122106,Perth,60.0,52.0
122107,Perth,87.0,44.0
122108,Perth,74.0,29.0
122109,Perth,47.0,38.0
122110,Perth,69.0,49.0
122111,Perth,96.0,89.0
122112,Perth,65.0,41.0
122113,Perth,82.0,63.0
122114,Perth,77.0,51.0
122115,Perth,81.0,45.0
122116,Perth,66.0,49.0
122117,Perth,65.0,26.0
122118,Perth,73.0,43.0
122119,Perth,77.0,58.0
122120,Perth,86.0,88.0
122121,Perth,69.0,53.0
122122,Perth,81.0,54.0
122123,Perth,77.0,39.0
122124,Perth,63.0,45.0
122125,Perth,75.0,57.0
122126,Perth,85.0,59.0
122127,Perth,84.0,58.0
122128,Perth,81.0,58.0
122129,Perth,73.0,35.0
122130,Perth,40.0,81.0
122131,Perth,52.0,52.0
122132,Perth,77.0,57.0
122133,Perth,88.0,88.0
122134,Perth,63.0,59.0
122135,Perth,75.0,66.0
122136,Perth,64.0,46.0
122137,Perth,62.0,44.0
122138,Perth,47.0,27.0
122139,Perth,35.0,27.0
122140,Perth,84.0,59.0
122141,Perth,71.0,54.0
122142,Perth,62.0,37.0
122143,Perth,59.0,34.0
122144,Perth,53.0,30.0
122145,Perth,49.0,37.0
122146,Perth,55.0,29.0
122147,Perth,40.0,70.0
122148,Perth,74.0,75.0
122149,Perth,66.0,49.0
122150,Perth,82.0,53.0
122151,Perth,67.0,90.0
122152,Perth,58.0,57.0
122153,Perth,59.0,41.0
122154,Perth,62.0,58.0
122155,Perth,65.0,82.0
122156,Perth,79.0,60.0
122157,Perth,59.0,60.0
122158,Perth,59.0,50.0
122159,Perth,54.0,44.0
122160,Perth,52.0,15.0
122161,Perth,21.0,12.0
122162,Perth,57.0,66.0
122163,Perth,53.0,63.0
122164,Perth,77.0,52.0
122165,Perth,58.0,25.0
122166,Perth,45.0,35.0
122167,Perth,79.0,50.0
122168,Perth,58.0,55.0
122169,Perth,64.0,38.0
122170,Perth,45.0,20.0
122171,Perth,23.0,16.0
122172,Perth,64.0,64.0
122173,Perth,59.0,87.0
122174,Perth,68.0,58.0
122175,Perth,71.0,59.0
122176,Perth,66.0,53.0
122177,Perth,62.0,52.0
122178,Perth,61.0,48.0
122179,Perth,62.0,58.0
122180,Perth,57.0,39.0
122181,Perth,34.0,59.0
122182,Perth,87.0,61.0
122183,Perth,57.0,45.0
122184,Perth,59.0,30.0
122185,Perth,43.0,26.0
122186,Perth,46.0,21.0
122187,Perth,24.0,13.0
122188,Perth,16.0,32.0
122189,Perth,67.0,66.0
122190,Perth,49.0,49.0
122191,Perth,58.0,51.0
122192,Perth,66.0,57.0
122193,Perth,60.0,53.0
122194,Perth,60.0,91.0
122195,Perth,49.0,46.0
122196,Perth,69.0,48.0
122197,Perth,81.0,48.0
122198,Perth,62.0,50.0
122199,Perth,49.0,46.0
122200,Perth,27.0,32.0
122201,Perth,56.0,57.0
122202,Perth,50.0,38.0
122203,Perth,46.0,41.0
122204,Perth,57.0,39.0
122205,Perth,57.0,52.0
122206,Perth,52.0,48.0
122207,Perth,44.0,38.0
122208,Perth,28.0,30.0
122209,Perth,63.0,60.0
122210,Perth,55.0,50.0
122211,Perth,55.0,50.0
122212,Perth,48.0,22.0
122213,Perth,42.0,51.0
122214,Perth,52.0,53.0
122215,Perth,59.0,38.0
122216,Perth,56.0,48.0
122217,Perth,61.0,52.0
122218,Perth,70.0,56.0
122219,Perth,83.0,66.0
122220,Perth,49.0,49.0
122221,Perth,51.0,46.0
122222,Perth,62.0,68.0
122223,Perth,65.0,49.0
122224,Perth,58.0,61.0
122225,Perth,47.0,46.0
122226,Perth,44.0,29.0
122227,Perth,56.0,46.0
122228,Perth,90.0,38.0
122229,Perth,36.0,61.0
122230,Perth,67.0,56.0
122231,Perth,51.0,51.0
122232,Perth,49.0,46.0
122233,Perth,49.0,32.0
122234,Perth,61.0,59.0
122235,Perth,67.0,44.0
122236,Perth,51.0,66.0
122237,Perth,70.0,89.0
122238,Perth,50.0,39.0
122239,Perth,51.0,25.0
122240,Perth,48.0,30.0
122241,Perth,32.0,29.0
122242,Perth,51.0,45.0
122243,Perth,50.0,31.0
122244,Perth,55.0,58.0
122245,Perth,58.0,46.0
122246,Perth,44.0,30.0
122247,Perth,37.0,21.0
122248,Perth,45.0,38.0
122249,Perth,48.0,19.0
122250,Perth,38.0,34.0
122251,Perth,34.0,44.0
122252,Perth,49.0,18.0
122253,Perth,41.0,27.0
122254,Perth,59.0,51.0
122255,Perth,57.0,44.0
122256,Perth,82.0,57.0
122257,Perth,69.0,51.0
122258,Perth,62.0,50.0
122259,Perth,58.0,45.0
122260,Perth,60.0,43.0
122261,Perth,58.0,28.0
122262,Perth,45.0,44.0
122263,Perth,74.0,64.0
122264,Perth,52.0,29.0
122265,Perth,49.0,30.0
122266,Perth,73.0,93.0
122267,Perth,69.0,58.0
122268,Perth,65.0,48.0
122269,Perth,68.0,56.0
122270,Perth,71.0,59.0
122271,Perth,86.0,64.0
122272,Perth,74.0,59.0
122273,Perth,57.0,49.0
122274,Perth,53.0,49.0
122275,Perth,58.0,50.0
122276,Perth,63.0,50.0
122277,Perth,72.0,71.0
122278,Perth,84.0,43.0
122279,Perth,58.0,49.0
122280,Perth,57.0,45.0
122281,Perth,59.0,43.0
122282,Perth,59.0,50.0
122283,Perth,55.0,28.0
122284,Perth,44.0,26.0
122285,Perth,41.0,22.0
122286,Perth,35.0,26.0
122287,Perth,42.0,33.0
122288,Perth,70.0,56.0
122289,Perth,64.0,44.0
122290,Perth,64.0,35.0
122291,Perth,37.0,25.0
122292,Perth,50.0,41.0
122293,Perth,57.0,39.0
122294,Perth,45.0,44.0
122295,Perth,65.0,81.0
122296,Perth,77.0,52.0
122297,Perth,78.0,58.0
122298,Perth,72.0,70.0
122299,Perth,85.0,73.0
122300,Perth,83.0,60.0
122301,Perth,96.0,63.0
122302,Perth,83.0,64.0
122303,Perth,76.0,52.0
122304,Perth,70.0,51.0
122305,Perth,84.0,54.0
122306,Perth,73.0,49.0
122307,Perth,63.0,38.0
122308,Perth,51.0,41.0
122309,Perth,76.0,60.0
122310,Perth,75.0,60.0
122311,Perth,81.0,48.0
122312,Perth,70.0,53.0
122313,Perth,58.0,51.0
122314,Perth,79.0,38.0
122315,Perth,77.0,81.0
122316,Perth,82.0,54.0
122317,Perth,75.0,50.0
122318,Perth,75.0,55.0
122319,Perth,90.0,65.0
122320,Perth,79.0,61.0
122321,Perth,89.0,60.0
122322,Perth,78.0,58.0
122323,Perth,58.0,59.0
122324,Perth,87.0,48.0
122325,Perth,76.0,55.0
122326,Perth,78.0,51.0
122327,Perth,64.0,41.0
122328,Perth,63.0,39.0
122329,Perth,48.0,54.0
122330,Perth,81.0,53.0
122331,Perth,87.0,51.0
122332,Perth,77.0,50.0
122333,Perth,86.0,57.0
122334,Perth,81.0,47.0
122335,Perth,82.0,49.0
122336,Perth,72.0,42.0
122337,Perth,67.0,45.0
122338,Perth,61.0,40.0
122339,Perth,62.0,53.0
122340,Perth,75.0,52.0
122341,Perth,87.0,61.0
122342,Perth,73.0,65.0
122343,Perth,88.0,58.0
122344,Perth,77.0,53.0
122345,Perth,81.0,49.0
122346,Perth,80.0,54.0
122347,Perth,62.0,48.0
122348,Perth,74.0,41.0
122349,Perth,91.0,66.0
122350,Perth,87.0,58.0
122351,Perth,85.0,39.0
122352,Perth,79.0,59.0
122353,Perth,90.0,87.0
122354,Perth,96.0,52.0
122355,Perth,70.0,46.0
122356,Perth,57.0,45.0
122357,Perth,67.0,50.0
122358,Perth,55.0,50.0
122359,Perth,80.0,69.0
122360,Perth,86.0,52.0
122361,Perth,92.0,53.0
122362,Perth,88.0,65.0
122363,Perth,85.0,52.0
122364,Perth,87.0,48.0
122365,Perth,73.0,45.0
122366,Perth,56.0,39.0
122367,Perth,39.0,71.0
122368,Perth,93.0,59.0
122369,Perth,96.0,69.0
122370,Perth,93.0,49.0
122371,Perth,76.0,56.0
122372,Perth,84.0,57.0
122373,Perth,90.0,32.0
122374,Perth,75.0,31.0
122375,Perth,62.0,24.0
122376,Perth,66.0,37.0
122377,Perth,97.0,60.0
122378,Perth,90.0,46.0
122379,Perth,80.0,39.0
122380,Perth,64.0,35.0
122381,Perth,76.0,40.0
122382,Perth,64.0,32.0
122383,Perth,64.0,60.0
122384,Perth,98.0,56.0
122385,Perth,93.0,87.0
122386,Perth,85.0,62.0
122387,Perth,93.0,55.0
122388,Perth,80.0,59.0
122389,Perth,66.0,72.0
122390,Perth,98.0,72.0
122391,Perth,64.0,52.0
122392,Perth,91.0,52.0
122393,Perth,79.0,45.0
122394,Perth,82.0,51.0
122395,Perth,89.0,43.0
122396,Perth,62.0,35.0
122397,Perth,43.0,38.0
122398,Perth,56.0,67.0
122399,Perth,73.0,47.0
122400,Perth,72.0,77.0
122401,Perth,88.0,72.0
122402,Perth,90.0,61.0
122403,Perth,96.0,67.0
122404,Perth,81.0,54.0
122405,Perth,97.0,68.0
122406,Perth,97.0,60.0
122407,Perth,89.0,55.0
122408,Perth,78.0,54.0
122409,Perth,85.0,61.0
122410,Perth,80.0,65.0
122411,Perth,94.0,82.0
122412,Perth,85.0,70.0
122413,Perth,93.0,86.0
122414,Perth,84.0,62.0
122415,Perth,80.0,71.0
122416,Perth,58.0,50.0
122417,Perth,57.0,49.0
122418,Perth,87.0,55.0
122419,Perth,81.0,54.0
122420,Perth,61.0,87.0
122421,Perth,69.0,66.0
122422,Perth,79.0,57.0
122423,Perth,81.0,57.0
122424,Perth,70.0,41.0
122425,Perth,76.0,57.0
122426,Perth,71.0,54.0
122427,Perth,73.0,43.0
122428,Perth,63.0,23.0
122429,Perth,56.0,29.0
122430,Perth,72.0,62.0
122431,Perth,86.0,63.0
122432,Perth,91.0,83.0
122433,Perth,84.0,59.0
122434,Perth,76.0,57.0
122435,Perth,67.0,73.0
122436,Perth,70.0,67.0
122437,Perth,78.0,62.0
122438,Perth,82.0,60.0
122439,Perth,84.0,86.0
122440,Perth,50.0,38.0
122441,Perth,61.0,47.0
122442,Perth,59.0,37.0
122443,Perth,95.0,69.0
122444,Perth,80.0,54.0
122445,Perth,73.0,42.0
122446,Perth,71.0,92.0
122447,Perth,83.0,71.0
122448,Perth,70.0,56.0
122449,Perth,80.0,69.0
122450,Perth,83.0,85.0
122451,Perth,63.0,52.0
122452,Perth,69.0,65.0
122453,Perth,61.0,55.0
122454,Perth,62.0,85.0
122455,Perth,71.0,58.0
122456,Perth,87.0,90.0
122457,Perth,73.0,59.0
122458,Perth,67.0,55.0
122459,Perth,76.0,70.0
122460,Perth,59.0,54.0
122461,Perth,50.0,51.0
122462,Perth,56.0,89.0
122463,Perth,63.0,53.0
122464,Perth,66.0,53.0
122465,Perth,68.0,73.0
122466,Perth,59.0,49.0
122467,Perth,61.0,57.0
122468,Perth,64.0,37.0
122469,Perth,41.0,50.0
122470,Perth,63.0,89.0
122471,Perth,79.0,66.0
122472,Perth,59.0,59.0
122473,Perth,60.0,56.0
122474,Perth,68.0,67.0
122475,Perth,96.0,51.0
122476,Perth,63.0,48.0
122477,Perth,56.0,90.0
122478,Perth,75.0,42.0
122479,Perth,53.0,33.0
122480,Perth,38.0,28.0
122481,Perth,67.0,66.0
122482,Perth,76.0,50.0
122483,Perth,64.0,58.0
122484,Perth,62.0,55.0
122485,Perth,80.0,90.0
122486,Perth,77.0,54.0
122487,Perth,48.0,48.0
122488,Perth,55.0,44.0
122489,Perth,48.0,24.0
122490,Perth,38.0,28.0
122491,Perth,52.0,60.0
122492,Perth,70.0,61.0
122493,Perth,59.0,52.0
122494,Perth,57.0,47.0
122495,Perth,50.0,45.0
122496,Perth,39.0,23.0
122497,Perth,62.0,56.0
122498,Perth,62.0,59.0
122499,Perth,58.0,35.0
122500,Perth,52.0,31.0
122501,Perth,40.0,37.0
122502,Perth,76.0,57.0
122503,Perth,58.0,57.0
122504,Perth,57.0,44.0
122505,Perth,47.0,41.0
122506,Perth,31.0,25.0
122507,Perth,23.0,10.0
122508,Perth,47.0,40.0
122509,Perth,67.0,51.0
122510,Perth,58.0,47.0
122511,Perth,52.0,28.0
122512,Perth,41.0,19.0
122513,Perth,28.0,25.0
122514,Perth,72.0,55.0
122515,Perth,52.0,41.0
122516,Perth,47.0,28.0
122517,Perth,46.0,28.0
122518,Perth,39.0,27.0
122519,Perth,39.0,64.0
122520,Perth,60.0,52.0
122521,Perth,61.0,85.0
122522,Perth,49.0,45.0
122523,Perth,46.0,49.0
122524,Perth,48.0,37.0
122525,Perth,55.0,61.0
122526,Perth,58.0,63.0
122527,Perth,52.0,54.0
122528,Perth,64.0,55.0
122529,Perth,53.0,46.0
122530,Perth,44.0,46.0
122531,Perth,48.0,23.0
122532,Perth,40.0,16.0
122533,Perth,33.0,36.0
122534,Perth,61.0,56.0
122535,Perth,52.0,49.0
122536,Perth,52.0,42.0
122537,Perth,45.0,24.0
122538,Perth,38.0,30.0
122539,Perth,30.0,19.0
122540,Perth,34.0,19.0
122541,Perth,23.0,23.0
122542,Perth,40.0,22.0
122543,Perth,25.0,16.0
122544,Perth,59.0,63.0
122545,Perth,64.0,56.0
122546,Perth,59.0,43.0
122547,Perth,46.0,29.0
122548,Perth,45.0,25.0
122549,Perth,41.0,37.0
122550,Perth,30.0,15.0
122551,Perth,53.0,64.0
122552,Perth,56.0,45.0
122553,Perth,58.0,46.0
122554,Perth,62.0,53.0
122555,Perth,45.0,41.0
122556,Perth,42.0,40.0
122557,Perth,48.0,43.0
122558,Perth,63.0,49.0
122559,Perth,56.0,42.0
122560,Perth,56.0,48.0
122561,Perth,47.0,44.0
122562,Perth,44.0,45.0
122563,Perth,55.0,36.0
122564,Perth,35.0,19.0
122565,Perth,70.0,56.0
122566,Perth,59.0,51.0
122567,Perth,55.0,55.0
122568,Perth,49.0,44.0
122569,Perth,34.0,12.0
122570,Perth,13.0,33.0
122571,Perth,67.0,51.0
122572,Perth,50.0,44.0
122573,Perth,53.0,49.0
122574,Perth,51.0,46.0
122575,Perth,50.0,44.0
122576,Perth,35.0,25.0
122577,Perth,32.0,24.0
122578,Perth,45.0,21.0
122579,Perth,49.0,26.0
122580,Perth,48.0,29.0
122581,Perth,52.0,29.0
122582,Perth,57.0,35.0
122583,Perth,54.0,37.0
122584,Perth,59.0,49.0
122585,Perth,72.0,46.0
122586,Perth,47.0,27.0
122587,Perth,46.0,36.0
122588,Perth,37.0,34.0
122589,Perth,59.0,58.0
122590,Perth,58.0,53.0
122591,Perth,51.0,30.0
122592,Perth,46.0,27.0
122593,Perth,38.0,26.0
122594,Perth,48.0,51.0
122595,Perth,58.0,46.0
122596,Perth,55.0,50.0
122597,Perth,54.0,45.0
122598,Perth,46.0,21.0
122599,Perth,50.0,56.0
122600,Perth,51.0,34.0
122601,Perth,59.0,34.0
122602,Perth,60.0,35.0
122603,Perth,55.0,44.0
122604,Perth,49.0,32.0
122605,Perth,74.0,47.0
122606,Perth,56.0,44.0
122607,Perth,44.0,18.0
122608,Perth,47.0,20.0
122609,Perth,37.0,16.0
122610,Perth,38.0,20.0
122611,Perth,34.0,22.0
122612,Perth,36.0,26.0
122613,Perth,36.0,30.0
122614,Perth,54.0,27.0
122615,Perth,46.0,23.0
122616,Perth,42.0,24.0
122617,Perth,29.0,13.0
122618,Perth,27.0,11.0
122619,Perth,23.0,15.0
122620,Perth,58.0,56.0
122621,Perth,59.0,21.0
122622,Perth,54.0,27.0
122623,Perth,49.0,29.0
122624,Perth,41.0,27.0
122625,Perth,64.0,54.0
122626,Perth,47.0,40.0
122627,Perth,57.0,47.0
122628,Perth,50.0,25.0
122629,Perth,42.0,23.0
122630,Perth,78.0,58.0
122631,Perth,68.0,50.0
122632,Perth,54.0,49.0
122633,Perth,56.0,51.0
122634,Perth,65.0,53.0
122635,Perth,63.0,45.0
122636,Perth,57.0,41.0
122637,Perth,58.0,30.0
122638,Perth,69.0,43.0
122639,Perth,55.0,37.0
122640,Perth,53.0,33.0
122641,Perth,42.0,58.0
122642,Perth,75.0,73.0
122643,Perth,54.0,37.0
122644,Perth,68.0,57.0
122645,Perth,61.0,39.0
122646,Perth,74.0,65.0
122647,Perth,53.0,59.0
122648,Perth,88.0,47.0
122649,Perth,72.0,37.0
122650,Perth,53.0,36.0
122651,Perth,51.0,23.0
122652,Perth,44.0,32.0
122653,Perth,47.0,44.0
122654,Perth,80.0,52.0
122655,Perth,61.0,56.0
122656,Perth,63.0,30.0
122657,Perth,43.0,23.0
122658,Perth,47.0,26.0
122659,Perth,45.0,23.0
122660,Perth,42.0,33.0
122661,Perth,59.0,35.0
122662,Perth,61.0,58.0
122663,Perth,71.0,55.0
122664,Perth,77.0,59.0
122665,Perth,68.0,47.0
122666,Perth,66.0,37.0
122667,Perth,70.0,54.0
122668,Perth,66.0,58.0
122669,Perth,63.0,41.0
122670,Perth,52.0,41.0
122671,Perth,61.0,35.0
122672,Perth,53.0,52.0
122673,Perth,76.0,56.0
122674,Perth,67.0,77.0
122675,Perth,82.0,64.0
122676,Perth,70.0,49.0
122677,Perth,66.0,58.0
122678,Perth,62.0,38.0
122679,Perth,74.0,48.0
122680,Perth,63.0,38.0
122681,Perth,72.0,52.0
122682,Perth,73.0,53.0
122683,Perth,86.0,67.0
122684,Perth,79.0,71.0
122685,Perth,92.0,82.0
122686,Perth,55.0,84.0
122687,Perth,71.0,68.0
122688,Perth,96.0,64.0
122689,Perth,86.0,44.0
122690,Perth,81.0,88.0
122691,Perth,91.0,52.0
122692,Perth,79.0,61.0
122693,Perth,87.0,60.0
122694,Perth,88.0,61.0
122695,Perth,88.0,63.0
122696,Perth,87.0,87.0
122697,Perth,82.0,81.0
122698,Perth,91.0,81.0
122699,Perth,95.0,78.0
122700,Perth,89.0,69.0
122701,Perth,88.0,59.0
122702,Perth,75.0,66.0
122703,Perth,64.0,58.0
122704,Perth,88.0,55.0
122705,Perth,93.0,82.0
122706,Perth,82.0,62.0
122707,Perth,91.0,58.0
122708,Perth,78.0,56.0
122709,Perth,68.0,59.0
122710,Perth,92.0,61.0
122711,Perth,99.0,70.0
122712,Perth,93.0,67.0
122713,Perth,80.0,49.0
122714,Perth,68.0,35.0
122715,Perth,66.0,33.0
122716,Perth,50.0,45.0
122717,Perth,51.0,39.0
122718,Perth,78.0,44.0
122719,Perth,86.0,67.0
122720,Perth,85.0,61.0
122721,Perth,84.0,66.0
122722,Perth,91.0,49.0
122723,Perth,84.0,46.0
122724,Perth,86.0,45.0
122725,Perth,69.0,35.0
122726,Perth,51.0,95.0
122727,Perth,74.0,48.0
122728,Perth,98.0,81.0
122729,Perth,99.0,73.0
122730,Perth,59.0,88.0
122731,Perth,96.0,56.0
122732,Perth,96.0,53.0
122733,Perth,85.0,52.0
122734,Perth,85.0,40.0
122735,Perth,65.0,55.0
122736,Perth,94.0,50.0
122737,Perth,78.0,47.0
122738,Perth,71.0,49.0
122739,Perth,52.0,40.0
122740,Perth,43.0,54.0
122741,Perth,96.0,63.0
122742,Perth,87.0,42.0
122743,Perth,80.0,65.0
122744,Perth,88.0,54.0
122745,Perth,88.0,83.0
122746,Perth,83.0,84.0
122747,Perth,58.0,80.0
122748,Perth,98.0,63.0
122749,Perth,93.0,50.0
122750,Perth,79.0,53.0
122751,Perth,79.0,49.0
122752,Perth,69.0,37.0
122753,Perth,69.0,49.0
122754,Perth,88.0,66.0
122755,Perth,84.0,54.0
122756,Perth,89.0,51.0
122757,Perth,74.0,47.0
122758,Perth,70.0,46.0
122759,Perth,98.0,64.0
122760,Perth,88.0,88.0
122761,Perth,83.0,65.0
122762,Perth,96.0,86.0
122763,Perth,98.0,65.0
122764,Perth,91.0,67.0
122765,Perth,88.0,76.0
122766,Perth,80.0,66.0
122767,Perth,80.0,54.0
122768,Perth,87.0,62.0
122769,Perth,63.0,58.0
122770,Perth,67.0,49.0
122771,Perth,65.0,48.0
122772,Perth,69.0,64.0
122773,Perth,78.0,47.0
122774,Perth,58.0,37.0
122775,Perth,43.0,28.0
122776,Perth,47.0,23.0
122777,Perth,95.0,79.0
122778,Perth,99.0,57.0
122779,Perth,73.0,49.0
122780,Perth,70.0,50.0
122781,Perth,65.0,49.0
122782,Perth,56.0,48.0
122783,Perth,43.0,38.0
122784,Perth,35.0,29.0
122785,Perth,62.0,50.0
122786,Perth,78.0,43.0
122787,Perth,66.0,39.0
122788,Perth,90.0,68.0
122789,Perth,98.0,60.0
122790,Perth,88.0,66.0
122791,Perth,67.0,87.0
122792,Perth,71.0,42.0
122793,Perth,68.0,45.0
122794,Perth,70.0,51.0
122795,Perth,84.0,52.0
122796,Perth,88.0,59.0
122797,Perth,81.0,54.0
122798,Perth,68.0,45.0
122799,Perth,79.0,84.0
122800,Perth,95.0,68.0
122801,Perth,89.0,54.0
122802,Perth,65.0,49.0
122803,Perth,65.0,64.0
122804,Perth,79.0,51.0
122805,Perth,60.0,55.0
122806,Perth,64.0,52.0
122807,Perth,92.0,64.0
122808,Perth,66.0,65.0
122809,Perth,59.0,57.0
122810,Perth,90.0,55.0
122811,Perth,62.0,57.0
122812,Perth,84.0,59.0
122813,Perth,71.0,49.0
122814,Perth,72.0,48.0
122815,Perth,67.0,46.0
122816,Perth,76.0,61.0
122817,Perth,61.0,36.0
122818,Perth,53.0,35.0
122819,Perth,66.0,49.0
122820,Perth,72.0,52.0
122821,Perth,37.0,43.0
122822,Perth,55.0,94.0
122823,Perth,63.0,52.0
122824,Perth,65.0,58.0
122825,Perth,66.0,48.0
122826,Perth,66.0,58.0
122827,Perth,65.0,47.0
122828,Perth,93.0,69.0
122829,Perth,76.0,57.0
122830,Perth,93.0,65.0
122831,Perth,57.0,53.0
122832,Perth,49.0,35.0
122833,Perth,72.0,71.0
122834,Perth,68.0,54.0
122835,Perth,63.0,33.0
122836,Perth,76.0,54.0
122837,Perth,56.0,48.0
122838,Perth,58.0,42.0
122839,Perth,58.0,55.0
122840,Perth,63.0,47.0
122841,Perth,63.0,51.0
122842,Perth,64.0,51.0
122843,Perth,70.0,47.0
122844,Perth,51.0,45.0
122845,Perth,29.0,26.0
122846,Perth,32.0,25.0
122847,Perth,46.0,54.0
122848,Perth,64.0,50.0
122849,Perth,64.0,48.0
122850,Perth,87.0,67.0
122851,Perth,64.0,62.0
122852,Perth,65.0,49.0
122853,Perth,47.0,68.0
122854,Perth,64.0,62.0
122855,Perth,56.0,47.0
122856,Perth,57.0,63.0
122857,Perth,52.0,51.0
122858,Perth,58.0,53.0
122859,Perth,55.0,47.0
122860,Perth,59.0,55.0
122861,Perth,73.0,54.0
122862,Perth,48.0,47.0
122863,Perth,42.0,23.0
122864,Perth,67.0,60.0
122865,Perth,55.0,39.0
122866,Perth,54.0,45.0
122867,Perth,56.0,44.0
122868,Perth,62.0,58.0
122869,Perth,51.0,41.0
122870,Perth,53.0,49.0
122871,Perth,42.0,15.0
122872,Perth,74.0,59.0
122873,Perth,47.0,52.0
122874,Perth,44.0,52.0
122875,Perth,49.0,32.0
122876,Perth,42.0,42.0
122877,Perth,46.0,33.0
122878,Perth,44.0,28.0
122879,Perth,55.0,44.0
122880,Perth,48.0,61.0
122881,Perth,55.0,53.0
122882,Perth,68.0,59.0
122883,Perth,79.0,52.0
122884,Perth,63.0,48.0
122885,Perth,56.0,47.0
122886,Perth,46.0,42.0
122887,Perth,43.0,18.0
122888,Perth,38.0,43.0
122889,Perth,69.0,80.0
122890,Perth,77.0,68.0
122891,Perth,65.0,58.0
122892,Perth,49.0,56.0
122893,Perth,59.0,71.0
122894,Perth,50.0,42.0
122895,Perth,38.0,53.0
122896,Perth,51.0,52.0
122897,Perth,64.0,50.0
122898,Perth,50.0,49.0
122899,Perth,50.0,41.0
122900,Perth,57.0,53.0
122901,Perth,52.0,42.0
122902,Perth,43.0,37.0
122903,Perth,46.0,30.0
122904,Perth,66.0,57.0
122905,Perth,53.0,46.0
122906,Perth,42.0,45.0
122907,Perth,54.0,52.0
122908,Perth,54.0,44.0
122909,Perth,50.0,46.0
122910,Perth,49.0,36.0
122911,Perth,33.0,28.0
122912,Perth,61.0,50.0
122913,Perth,48.0,45.0
122914,Perth,60.0,42.0
122915,Perth,50.0,24.0
122916,Perth,49.0,26.0
122917,Perth,34.0,25.0
122918,Perth,46.0,17.0
122919,Perth,28.0,16.0
122920,Perth,42.0,47.0
122921,Perth,38.0,40.0
122922,Perth,20.0,17.0
122923,Perth,74.0,52.0
122924,Perth,50.0,51.0
122925,Perth,64.0,57.0
122926,Perth,44.0,45.0
122927,Perth,43.0,28.0
122928,Perth,30.0,23.0
122929,Perth,71.0,48.0
122930,Perth,51.0,29.0
122931,Perth,42.0,21.0
122932,Perth,48.0,27.0
122933,Perth,45.0,21.0
122934,Perth,39.0,25.0
122935,Perth,25.0,21.0
122936,Perth,29.0,28.0
122937,Perth,56.0,52.0
122938,Perth,53.0,48.0
122939,Perth,49.0,38.0
122940,Perth,42.0,27.0
122941,Perth,66.0,61.0
122942,Perth,59.0,50.0
122943,Perth,58.0,27.0
122944,Perth,21.0,43.0
122945,Perth,63.0,51.0
122946,Perth,49.0,47.0
122947,Perth,45.0,51.0
122948,Perth,48.0,18.0
122949,Perth,45.0,19.0
122950,Perth,27.0,20.0
122951,Perth,31.0,35.0
122952,Perth,89.0,38.0
122953,Perth,37.0,25.0
122954,Perth,51.0,26.0
122955,Perth,50.0,30.0
122956,Perth,56.0,90.0
122957,Perth,72.0,19.0
122958,Perth,49.0,45.0
122959,Perth,66.0,52.0
122960,Perth,60.0,52.0
122961,Perth,54.0,41.0
122962,Perth,52.0,24.0
122963,Perth,67.0,39.0
122964,Perth,58.0,46.0
122965,Perth,51.0,33.0
122966,Perth,57.0,49.0
122967,Perth,77.0,63.0
122968,Perth,54.0,45.0
122969,Perth,46.0,41.0
122970,Perth,49.0,33.0
122971,Perth,39.0,35.0
122972,Perth,65.0,44.0
122973,Perth,57.0,46.0
122974,Perth,52.0,51.0
122975,Perth,61.0,50.0
122976,Perth,62.0,49.0
122977,Perth,46.0,25.0
122978,Perth,38.0,41.0
122979,Perth,62.0,45.0
122980,Perth,62.0,54.0
122981,Perth,69.0,56.0
122982,Perth,57.0,26.0
122983,Perth,51.0,40.0
